token,log_name,no_at_fault_collisions,score,start_time,frame_type,selected_source,block,source_dataset
05850e3460015579,2021.06.03.13.55.17_veh-35_02419_02561,,,,,raw,raw_random,raw_random
05987b88b7be5bea,2021.09.16.19.27.01_veh-45_01749_03230,,,,,spatter,processed_random,processed_random
059ce0fdfc67544c,2021.09.29.14.44.26_veh-28_00528_00992,,,,,spatter,processed_random,processed_random
059ce9cd10135396,2021.09.16.15.12.03_veh-42_01037_01434,0.0,0.0,1631806514.999464,0,night,,extreme_merged
0614c017a1f65b80,2021.10.06.08.16.17_veh-52_00612_00782,,,,,spatter,processed_random,processed_random
063794d8842b5683,2021.09.09.17.18.51_veh-48_00889_01147,,,,,spatter,processed_random,processed_random
06753f6c597f512b,2021.06.03.17.06.58_veh-35_02943_03220,,,,,raw,raw_random,raw_random
06836a56443a572c,2021.09.09.18.04.06_veh-40_00743_01071,0.5,0.34375,1631211812.700021,0,spatter,,extreme_merged
068a26b124475a4a,2021.09.29.14.44.26_veh-28_01331_01485,,,,,spatter,processed_random,processed_random
0695553567185c3c,2021.09.29.19.02.14_veh-28_00964_01689,0.0,0.0,1632943893.799717,0,spatter,,extreme_merged
0698ddce973b50ba,2021.09.29.19.02.14_veh-28_00540_00917,0.0,0.0,1632942976.299764,0,snow,,extreme_merged
06bdef9a9bbc5aaf,2021.06.28.15.02.02_veh-38_02398_02848,,,,,spatter,processed_random,processed_random
06ce8610ceea51f4,2021.06.03.18.47.39_veh-35_00257_00492,,,,,spatter,processed_random,processed_random
06df6b00bdad5229,2021.09.29.19.02.14_veh-28_00540_00917,,,,,spatter,processed_random,processed_random
06faec49379750a5,2021.09.16.15.12.03_veh-42_01037_01434,0.0,0.0,1631806515.4994109,0,snow,,extreme_merged
06fbdeb141965cca,2021.09.16.19.49.00_veh-42_00990_01609,0.0,0.0,1631823313.000095,0,night,,extreme_merged
0715626fc800527e,2021.08.30.14.54.34_veh-40_00439_00835,0.0,0.0,1630336096.000335,0,snow,,extreme_merged
071d69045acb5971,2021.09.29.14.44.26_veh-28_01059_01191,,,,,raw,raw_random,raw_random
073b782b57115061,2021.06.28.20.24.43_veh-38_03385_04952,,,,,raw,raw_random,raw_random
0749cf83cbbd5284,2021.06.03.13.55.17_veh-35_02572_02855,0.0,0.0,1622745723.100968,0,night,,extreme_merged
075154c90a0a5d7c,2021.06.28.18.03.27_veh-14_00620_01581,0.0,0.0,1624904879.700224,0,spatter,,extreme_merged
07667a86040c5332,2021.08.30.14.54.34_veh-40_00439_00835,0.0,0.0,1630336097.0001729,0,snow,,extreme_merged
076e4afb95d057cf,2021.05.25.14.16.10_veh-35_01690_02183,,,,,raw,raw_random,raw_random
07a6f60eb9795462,2021.06.28.20.24.43_veh-38_03385_04952,0.0,0.0,1624916508.599243,0,snow,,extreme_merged
07bc26f4b1735347,2021.06.28.20.24.43_veh-38_03385_04952,,,,,spatter,processed_random,processed_random
07d45fff78625de2,2021.05.25.15.59.03_veh-30_04027_04200,,,,,raw,raw_random,raw_random
081b5785002b5962,2021.06.28.16.57.59_veh-26_00016_00484,,,,,raw,raw_random,raw_random
082ea12d7b2355cb,2021.06.03.12.02.06_veh-35_00233_00609,,,,,spatter,processed_random,processed_random
084ce89976f1505e,2021.09.09.17.18.51_veh-48_00657_00876,0.0,0.0,1631208820.999861,0,spatter,,extreme_merged
08a8fc71ab1b57c2,2021.09.09.18.29.25_veh-39_00427_00556,,,,,raw,raw_random,raw_random
08ac82bf0eeb5661,2021.05.25.14.24.08_veh-25_00934_01067,,,,,raw,raw_random,raw_random
08c2b3b529de59d4,2021.09.09.17.18.51_veh-48_01173_01237,,,,,spatter,processed_random,processed_random
08ca490a89c4544e,2021.09.29.19.02.14_veh-28_03198_03360,,,,,spatter,processed_random,processed_random
08e03654c0ca5151,2021.06.28.20.24.43_veh-38_03385_04952,,,,,raw,raw_random,raw_random
08e8092f5e66571f,2021.05.25.14.16.10_veh-35_00083_00485,,,,,raw,raw_random,raw_random
09027c0129cd568b,2021.09.29.14.44.26_veh-28_01509_01628,,,,,spatter,processed_random,processed_random
090594c37ce256a3,2021.06.28.20.24.43_veh-38_00369_00601,0.0,0.0,1624912547.599187,0,snow,,extreme_merged
090a482cb7335520,2021.08.16.14.23.37_veh-45_00015_00132,,,,,raw,raw_random,raw_random
0924309bada05ea6,2021.09.29.15.23.04_veh-28_00601_00802,,,,,raw,raw_random,raw_random
0928c39f05db52c5,2021.06.03.12.02.06_veh-35_00233_00609,,,,,raw,raw_random,raw_random
097d35208fcb587c,2021.10.06.07.26.10_veh-52_01245_02064,,,,,spatter,processed_random,processed_random
09978bee1b655865,2021.05.25.17.54.41_veh-35_01905_02121,,,,,spatter,processed_random,processed_random
099ba96d3bca51c3,2021.10.06.08.16.17_veh-52_01949_02501,,,,,raw,raw_random,raw_random
09a859498436512e,2021.06.03.12.02.06_veh-35_00233_00609,,,,,raw,raw_random,raw_random
09ce454826895686,2021.10.06.07.26.10_veh-52_02208_02394,,,,,raw,raw_random,raw_random
09d424ddf3a558b3,2021.05.25.17.54.41_veh-35_01905_02121,,,,,spatter,processed_random,processed_random
09dc77e888295011,2021.06.28.20.24.43_veh-38_03385_04952,,,,,spatter,processed_random,processed_random
09e4d1d929535af0,2021.09.29.14.44.26_veh-28_00337_00504,,,,,raw,raw_random,raw_random
0a21cbc65e5b514f,2021.08.30.13.45.25_veh-40_01116_01336,,,,,spatter,processed_random,processed_random
0a2f44ba3be05531,2021.06.28.20.24.43_veh-38_03385_04952,,,,,raw,raw_random,raw_random
0a44947ca9e85579,2021.09.29.19.02.14_veh-28_00964_01689,,,,,raw,raw_random,raw_random
0a8612e9d0df52f1,2021.06.28.20.24.43_veh-38_03385_04952,,,,,spatter,processed_random,processed_random
0aa8c67f04b75a41,2021.06.03.13.55.17_veh-35_02866_03582,,,,,spatter,processed_random,processed_random
0ac560549a495626,2021.09.29.14.44.26_veh-28_00337_00504,,,,,spatter,processed_random,processed_random
0ae4ce0255695d31,2021.10.06.08.16.17_veh-52_01949_02501,0.0,0.0,1633510202.199836,0,snow,,extreme_merged
0af3e039185d57f3,2021.06.03.18.47.39_veh-35_00503_00777,,,,,spatter,processed_random,processed_random
0b0a92d14c3c508e,2021.06.28.20.24.43_veh-38_03385_04952,,,,,raw,raw_random,raw_random
0b177a1d821055ea,2021.05.25.17.54.41_veh-35_02723_02902,,,,,raw,raw_random,raw_random
0b4a7c2ba59e5a8c,2021.09.16.19.27.01_veh-45_01749_03230,,,,,spatter,processed_random,processed_random
0bc64fd1b3ff5d1a,2021.09.09.14.18.22_veh-48_00322_00895,0.0,0.0,1631198111.500344,0,snow,,extreme_merged
0bced38a12a352c4,2021.06.28.16.29.11_veh-38_01415_01821,,,,,spatter,processed_random,processed_random
0bf961d076bc5a15,2021.09.16.19.27.01_veh-45_01749_03230,0.0,0.0,1631823377.500226,0,spatter,,extreme_merged
0c136e28e54f58b6,2021.08.30.13.45.25_veh-40_00878_01104,0.0,0.0,1630332120.500134,0,snow,,extreme_merged
0c4bf4c931b05734,2021.06.28.13.53.26_veh-26_00492_00696,0.0,0.0,1624889180.200026,0,night,,extreme_merged
0c5365f52bac5785,2021.06.03.17.06.58_veh-35_02571_02742,,,,,spatter,processed_random,processed_random
0c8e3fd67ae45324,2021.05.25.17.54.41_veh-35_04111_04288,0.0,0.0,1621983857.8998609,0,snow,,extreme_merged
0cd0aaeb35c95094,2021.09.29.14.44.26_veh-28_00528_00992,0.0,0.0,1632927670.299696,0,snow,,extreme_merged
0cf1a04807e1505b,2021.09.29.15.23.04_veh-28_00814_01101,0.0,0.0,1632930134.299641,0,night,,extreme_merged
0d145fab90475c8f,2021.06.03.18.47.39_veh-35_00503_00777,,,,,spatter,processed_random,processed_random
0d161d05f98354dc,2021.08.30.14.54.34_veh-40_00439_00835,0.0,0.0,1630336073.500504,0,spatter,,extreme_merged
0d5b8da00d505be0,2021.06.03.12.02.06_veh-35_01100_01227,,,,,raw,raw_random,raw_random
0d74b112df715917,2021.09.16.13.53.10_veh-42_00860_01069,,,,,spatter,processed_random,processed_random
0da520f851415d75,2021.09.16.14.39.34_veh-42_01111_01448,,,,,spatter,processed_random,processed_random
0df213c579225af6,2021.09.16.19.27.01_veh-45_01749_03230,,,,,spatter,processed_random,processed_random
0df7b61597705cf2,2021.06.28.16.29.11_veh-38_03263_03766,,,,,raw,raw_random,raw_random
0dfdaa7ed7445e7c,2021.08.30.13.45.25_veh-40_00878_01104,0.0,0.0,1630332245.5005,0,spatter,,extreme_merged
0e0e30877d725664,2021.09.29.14.44.26_veh-28_00528_00992,0.0,0.0,1632927669.2996309,0,snow,,extreme_merged
0e198cad33c65494,2021.10.06.07.26.10_veh-52_00006_00398,,,,,spatter,processed_random,processed_random
0e272e003af65a71,2021.09.29.18.19.40_veh-28_00438_00833,0.0,0.0,1632940202.099614,0,spatter,,extreme_merged
0e5653822a7a56b3,2021.06.28.16.29.11_veh-38_03263_03766,,,,,raw,raw_random,raw_random
0ebb578555b25ab2,2021.09.16.14.39.34_veh-42_00032_00186,,,,,spatter,processed_random,processed_random
0ee2bbd11d4451c3,2021.09.29.15.23.04_veh-28_00814_01101,0.5,0.34375,1632930203.7997859,0,snow,,extreme_merged
0eeeee655d415970,2021.09.09.17.18.51_veh-48_00098_00328,0.5,0.5,1631208364.99984,0,night,,extreme_merged
0ef0e20c09865753,2021.06.28.16.29.11_veh-38_00022_00368,,,,,spatter,processed_random,processed_random
0ef7ecd9c0035467,2021.10.06.08.16.17_veh-52_01949_02501,,,,,raw,raw_random,raw_random
0f3d66a03c5e500b,2021.06.03.12.02.06_veh-35_01100_01227,0.0,0.0,1622737354.5009,0,snow,,extreme_merged
0f4984d978155b23,2021.06.28.18.03.27_veh-14_00620_01581,,,,,raw,raw_random,raw_random
0f536eebc58d5ff4,2021.09.29.19.02.14_veh-28_00964_01689,,,,,raw,raw_random,raw_random
0f65bd2bac90534a,2021.05.25.14.16.10_veh-35_01100_01664,,,,,spatter,processed_random,processed_random
0f6aef2cc48d5621,2021.09.16.13.53.10_veh-42_00180_00342,,,,,raw,raw_random,raw_random
0fc778045313531b,2021.06.28.13.53.26_veh-26_00492_00696,,,,,spatter,processed_random,processed_random
0fd48798118057f7,2021.06.28.20.24.43_veh-38_03385_04952,,,,,spatter,processed_random,processed_random
0ffcae2811b257ee,2021.09.16.19.49.00_veh-42_00990_01609,0.0,0.0,1631823403.999316,0,night,,extreme_merged
1074509550cc5bf8,2021.05.25.14.24.08_veh-25_03764_04034,,,,,raw,raw_random,raw_random
1082d34008e05df4,2021.09.09.14.18.22_veh-48_00960_01115,,,,,spatter,processed_random,processed_random
108b8b1ea5fd57ff,2021.09.16.21.13.37_veh-42_00172_00347,,,,,raw,raw_random,raw_random
10909749099354e6,2021.09.16.19.27.01_veh-45_01749_03230,0.0,0.0,1631822778.50063,0,spatter,,extreme_merged
1090e431ffef512f,2021.05.25.14.24.08_veh-25_00934_01067,,,,,raw,raw_random,raw_random
10b19bf49b67574f,2021.06.28.18.03.27_veh-14_00620_01581,,,,,raw,raw_random,raw_random
10b9d1b254f35a74,2021.08.30.13.45.25_veh-40_00878_01104,0.0,0.0,1630332224.0003328,0,spatter,,extreme_merged
10d172af1ba359a2,2021.06.28.16.29.11_veh-38_03263_03766,,,,,spatter,processed_random,processed_random
10d18b323ff35a1f,2021.06.03.13.55.17_veh-35_02866_03582,0.0,0.0,1622746181.1006188,0,night,,extreme_merged
10db4b6fe64b5c10,2021.09.09.18.04.06_veh-40_00555_00731,0.0,0.0,1631211431.200089,0,spatter,,extreme_merged
110bec4c6d2153d7,2021.06.03.13.55.17_veh-35_02866_03582,0.0,0.0,1622746102.600371,0,spatter,,extreme_merged
11118a8c74d95c5c,2021.06.03.13.55.17_veh-35_02572_02855,,,,,spatter,processed_random,processed_random
111cb2c23a325817,2021.09.16.19.12.04_veh-42_01438_01677,,,,,raw,raw_random,raw_random
112db94505025ec5,2021.08.30.16.16.44_veh-40_01099_01351,,,,,raw,raw_random,raw_random
11482e143a4e5dec,2021.06.28.21.16.05_veh-14_00957_01198,0.0,0.0,1624916188.999965,0,night,,extreme_merged
114f66c4cf785eab,2021.06.28.16.29.11_veh-38_00022_00368,,,,,spatter,processed_random,processed_random
11714a81e1c45a54,2021.06.28.16.57.59_veh-26_00016_00484,0.0,0.0,1624899889.9977329,0,night,,extreme_merged
11ba25cefa3b5a5e,2021.09.29.14.44.26_veh-28_00528_00992,0.0,0.0,1632927538.2998629,0,snow,,extreme_merged
11bf2d4580ab5bc2,2021.06.03.13.55.17_veh-35_02572_02855,,,,,spatter,processed_random,processed_random
11d091d0bd985e5e,2021.05.25.15.59.03_veh-30_04027_04200,0.0,0.0,1621976948.5997388,0,snow,,extreme_merged
122a6e620fcb5c80,2021.06.28.20.24.43_veh-38_03385_04952,,,,,raw,raw_random,raw_random
1252d1484b33558c,2021.10.06.07.26.10_veh-52_02208_02394,,,,,spatter,processed_random,processed_random
125a155883e55be7,2021.10.06.08.16.17_veh-52_00032_00170,,,,,raw,raw_random,raw_random
1270261ff182534f,2021.05.25.17.54.41_veh-35_04111_04288,,,,,raw,raw_random,raw_random
128076b6be9a5209,2021.05.25.14.24.08_veh-25_00934_01067,,,,,raw,raw_random,raw_random
1295e8271e37569f,2021.06.28.21.47.53_veh-35_00280_00424,0.0,0.0,1624917254.200572,0,night,,extreme_merged
129c4e6b058a5f6d,2021.06.28.20.24.43_veh-38_03385_04952,,,,,raw,raw_random,raw_random
1309e3cfb6f25c6e,2021.09.29.14.44.26_veh-28_01331_01485,,,,,raw,raw_random,raw_random
130e977c13995170,2021.06.28.16.29.11_veh-38_03263_03766,0.0,0.0,1624901564.2996888,0,night,,extreme_merged
132ea05c88d355ca,2021.08.30.13.45.25_veh-40_00610_00771,,,,,spatter,processed_random,processed_random
134a3394c9b756d9,2021.09.29.15.23.04_veh-28_00814_01101,,,,,spatter,processed_random,processed_random
1351ae1e0afb5c16,2021.09.09.14.18.22_veh-48_00322_00895,,,,,raw,raw_random,raw_random
135ae32b6edc55c5,2021.05.25.14.16.10_veh-35_00083_00485,0.0,0.0,1621967042.500475,0,snow,,extreme_merged
13b137cecf4b57e9,2021.09.29.19.02.14_veh-28_00964_01689,0.0,0.0,1632943320.2997298,0,spatter,,extreme_merged
13cd1cf21a4f5acb,2021.09.16.14.39.34_veh-42_00297_00935,,,,,spatter,processed_random,processed_random
13fcb47bb63951e7,2021.06.03.18.47.39_veh-35_00257_00492,,,,,raw,raw_random,raw_random
13ff352834f25320,2021.10.06.07.26.10_veh-52_01245_02064,,,,,raw,raw_random,raw_random
14128c4b87b15777,2021.09.09.17.18.51_veh-48_00889_01147,,,,,spatter,processed_random,processed_random
1434146a1ab75426,2021.06.03.17.06.58_veh-35_02943_03220,,,,,spatter,processed_random,processed_random
14618f22bb605676,2021.09.09.17.18.51_veh-48_01173_01237,,,,,raw,raw_random,raw_random
14743d928b9257a1,2021.06.28.16.29.11_veh-38_03263_03766,0.0,0.0,1624901668.2994459,0,night,,extreme_merged
14c80c1211bc5df8,2021.10.06.07.26.10_veh-52_01245_02064,,,,,raw,raw_random,raw_random
14cb24f3f9fc51c8,2021.08.30.13.45.25_veh-40_00878_01104,0.0,0.0,1630332154.500489,0,snow,,extreme_merged
14d36ea6b2d858a0,2021.08.30.16.16.44_veh-40_01099_01351,,,,,spatter,processed_random,processed_random
14e8d439dd5a5da0,2021.06.28.16.29.11_veh-38_00022_00368,,,,,raw,raw_random,raw_random
14f724bc59705bb4,2021.10.06.07.26.10_veh-52_00006_00398,0.0,0.0,1633505609.20062,0,spatter,,extreme_merged
15356a2c8fe1529f,2021.10.06.07.26.10_veh-52_01245_02064,,,,,raw,raw_random,raw_random
15715849d362599e,2021.08.30.16.16.44_veh-40_01099_01351,,,,,spatter,processed_random,processed_random
157c6c5b1b9d5608,2021.09.29.19.02.14_veh-28_00964_01689,0.0,0.0,1632943319.299785,0,night,,extreme_merged
1584747ded7f5564,2021.08.30.13.45.25_veh-40_00878_01104,,,,,spatter,processed_random,processed_random
15975dc336e75ba2,2021.06.28.16.29.11_veh-38_03263_03766,,,,,spatter,processed_random,processed_random
159972aee8265c33,2021.09.16.15.12.03_veh-42_01037_01434,0.0,0.0,1631806418.99947,0,snow,,extreme_merged
159b8a11bd775e91,2021.09.29.18.19.40_veh-28_00438_00833,0.0,0.0,1632940204.099628,0,snow,,extreme_merged
15a50c88ab0255ca,2021.06.28.21.47.53_veh-35_00280_00424,,,,,raw,raw_random,raw_random
15bc35249e5656b6,2021.06.28.20.24.43_veh-38_03385_04952,0.0,0.0,1624916585.0990689,0,spatter,,extreme_merged
15dd65ee730d54d4,2021.09.16.19.27.01_veh-45_01749_03230,,,,,raw,raw_random,raw_random
1623cbaee7295b13,2021.06.28.16.57.59_veh-26_00016_00484,0.0,0.0,1624899754.4987068,0,spatter,,extreme_merged
166d08e80654527d,2021.09.29.18.19.40_veh-28_00438_00833,,,,,spatter,processed_random,processed_random
1677503060a95d4a,2021.09.16.19.27.01_veh-45_01749_03230,,,,,spatter,processed_random,processed_random
1678ddd4a18b5fd8,2021.10.06.08.16.17_veh-52_01430_01579,,,,,raw,raw_random,raw_random
1693d395bec753ae,2021.06.03.13.55.17_veh-35_02866_03582,,,,,spatter,processed_random,processed_random
169ccb03f27e589d,2021.06.28.18.03.27_veh-14_00620_01581,,,,,spatter,processed_random,processed_random
16a40c5db95c5467,2021.05.25.14.16.10_veh-35_02482_02649,,,,,raw,raw_random,raw_random
16aa734bed8a5f81,2021.05.25.15.59.03_veh-30_04027_04200,0.0,0.0,1621976947.6001818,0,snow,,extreme_merged
16e5aafc056f5e1e,2021.09.29.18.19.40_veh-28_01268_01685,0.0,0.0,1632941066.599743,0,snow,,extreme_merged
1709553afe405eb4,2021.08.30.13.45.25_veh-40_00878_01104,,,,,spatter,processed_random,processed_random
174ac6135bf65de9,2021.09.09.14.18.22_veh-48_00322_00895,0.0,0.0,1631197868.50038,0,snow,,extreme_merged
1766fa78fd10576e,2021.09.16.19.27.01_veh-45_01749_03230,0.0,0.0,1631823657.00053,0,night,,extreme_merged
177b58cd935356f2,2021.09.16.15.12.03_veh-42_01037_01434,0.0,0.0,1631806514.499696,0,night,,extreme_merged
178e844e8bd155ca,2021.06.03.18.47.39_veh-35_00257_00492,,,,,raw,raw_random,raw_random
179ca3af622e5e0d,2021.09.29.19.02.14_veh-28_00964_01689,0.0,0.0,1632943320.799687,0,spatter,,extreme_merged
17a015f4ef9b56d0,2021.09.29.18.19.40_veh-28_00844_01218,0.0,0.0,1632940661.099751,0,snow,,extreme_merged
17a6a4a6137553cd,2021.06.28.16.29.11_veh-38_01415_01821,,,,,raw,raw_random,raw_random
17b0992157365222,2021.09.29.18.19.40_veh-28_00438_00833,,,,,spatter,processed_random,processed_random
17ecb960d15d5b5f,2021.06.03.12.02.06_veh-35_01100_01227,0.0,0.0,1622737390.50098,0,snow,,extreme_merged
1814002af9f253c6,2021.06.28.16.29.11_veh-38_03263_03766,0.0,0.0,1624901460.300523,0,night,,extreme_merged
18176fbd46ba5000,2021.06.03.18.47.39_veh-35_00257_00492,0.0,0.0,1622760961.201493,0,snow,,extreme_merged
182688f3d2c25fc8,2021.06.28.20.24.43_veh-38_03385_04952,,,,,raw,raw_random,raw_random
184ad79fb6555bf0,2021.09.16.19.12.04_veh-42_01438_01677,,,,,raw,raw_random,raw_random
184e4aef7e095f7a,2021.06.03.12.02.06_veh-35_00233_00609,0.0,0.0,1622736556.0011358,0,snow,,extreme_merged
1895b756b1b0539d,2021.06.28.13.53.26_veh-26_00492_00696,,,,,spatter,processed_random,processed_random
18973046d1215390,2021.09.29.14.44.26_veh-28_00528_00992,0.0,0.0,1632927661.29964,0,night,,extreme_merged
189e9c0a20085a38,2021.10.06.07.26.10_veh-52_00772_00917,,,,,raw,raw_random,raw_random
18b121dcc082591e,2021.06.28.16.29.11_veh-38_03263_03766,,,,,spatter,processed_random,processed_random
18c781197c445d64,2021.09.16.14.39.34_veh-42_01111_01448,,,,,raw,raw_random,raw_random
18d8181124185dfa,2021.09.09.14.18.22_veh-48_00322_00895,,,,,spatter,processed_random,processed_random
192220ae5c0a54a6,2021.09.29.15.23.04_veh-28_00814_01101,,,,,spatter,processed_random,processed_random
19282fb074525def,2021.08.30.16.16.44_veh-40_00779_01088,,,,,spatter,processed_random,processed_random
1947a9758e045ce9,2021.09.29.18.19.40_veh-28_01268_01685,0.0,0.0,1632940987.0999038,0,spatter,,extreme_merged
19611832f7595b10,2021.09.29.19.02.14_veh-28_00540_00917,0.0,0.0,1632942818.299587,0,snow,,extreme_merged
19768d49bbd45f08,2021.09.16.19.49.00_veh-42_00990_01609,,,,,raw,raw_random,raw_random
1979ed31b57b59ea,2021.06.03.13.55.17_veh-35_02866_03582,0.0,0.0,1622746179.6002479,0,night,,extreme_merged
197f39226d0856ce,2021.09.09.14.18.22_veh-48_01503_01761,,,,,raw,raw_random,raw_random
19a595ad0fe35941,2021.06.03.13.55.17_veh-35_02866_03582,,,,,spatter,processed_random,processed_random
19a718729d3a5e37,2021.06.28.16.29.11_veh-38_01415_01821,,,,,raw,raw_random,raw_random
19a79abcf14059d2,2021.09.09.18.04.06_veh-40_00555_00731,0.0,0.0,1631211440.200515,0,spatter,,extreme_merged
19d3dfdf0d2d5b6f,2021.05.25.14.16.10_veh-35_04097_04328,,,,,spatter,processed_random,processed_random
1a0605b15ce0596b,2021.10.06.07.26.10_veh-52_01245_02064,0.0,0.0,1633506893.2000818,0,snow,,extreme_merged
1a1b315baec45bc3,2021.06.03.18.47.39_veh-35_00503_00777,0.0,0.0,1622761084.700826,0,snow,,extreme_merged
1a46cad936c05c2b,2021.09.29.15.23.04_veh-28_00601_00802,0.0,0.0,1632929777.79982,0,snow,,extreme_merged
1afdce6720e45022,2021.09.09.18.04.06_veh-40_00743_01071,,,,,raw,raw_random,raw_random
1b00de050fdd5214,2021.09.29.19.02.14_veh-28_01717_01824,0.5,0.32142857142857145,1632944043.799783,0,snow,,extreme_merged
1b1a37c517e45fbd,2021.09.16.19.49.00_veh-42_00990_01609,0.0,0.0,1631823044.500095,0,snow,,extreme_merged
1b25edea36205814,2021.09.16.17.40.09_veh-45_02539_02745,0.0,0.0,1631816630.899638,0,night,,extreme_merged
1b2bf4aef1465325,2021.10.06.07.26.10_veh-52_01245_02064,,,,,spatter,processed_random,processed_random
